   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0        -4.5716             3.04415e-117              3.50995e-38               1.3018e-76              4.34625e-80             5.77618e-101                 0.347158              2.27128e-12               0.00176564              6.84158e-72              2.95126e-94              7.49963e-42             3.76024e-135             3.46706e-119             1.29353e-172              1.71828e-78             3.04379e-174              1.59676e-24              3.44807e-05                 0.287483                 0.363558                        1
       350              0       -4.47905              2.07452e-99              2.76067e-32              2.46711e-65               2.5062e-68              1.23886e-85                 0.349284              4.84978e-10               0.00406916               5.6236e-61              1.06832e-79              3.08073e-35             2.99811e-114             7.01213e-101             3.06255e-146              2.36269e-66             1.48899e-147              9.58809e-21              0.000299496                 0.282838                  0.36351                        1
       400              0       -4.37886              5.03434e-86              7.51608e-28              7.02492e-57              1.68027e-59              4.00926e-74                 0.351615              2.67015e-08               0.00725401              8.71394e-53              9.17587e-69              2.89468e-30              1.46015e-98              3.92591e-87             1.93734e-126              3.16834e-57             1.63705e-127              6.62598e-18               0.00156743                 0.276284                  0.36328                        1
       450              0       -4.27142              1.31549e-75              2.16273e-24              2.62553e-50              1.24296e-52              3.65148e-65                 0.352466              5.95021e-07                0.0109603              2.05211e-46              2.99301e-60              2.17659e-26              2.35322e-86              1.98808e-76             5.02151e-111              4.12931e-50             6.55738e-112              1.07935e-15               0.00581308                 0.268252                 0.362508                        1
       500              0       -4.15509              2.86549e-67              1.28414e-21              4.73798e-45              3.91228e-47              5.41549e-58                 0.348984              7.05176e-06                0.0148703              2.57008e-41              1.95792e-53              2.77035e-23              1.38041e-76              7.38362e-68               1.0955e-98              2.07486e-44              2.03322e-99              6.36043e-14                0.0168038                 0.258826                 0.360509                        1
       550              0       -4.02468              1.91535e-60              2.40543e-19              9.46543e-41              1.23604e-42              3.99373e-52                 0.337266              5.29456e-05                0.0188157              3.79759e-37              7.40299e-48              9.58644e-21              1.35776e-68              7.61738e-61               1.3794e-88              9.63883e-40              3.42006e-89              1.77657e-12                0.0401102                 0.247491                 0.356264                        1
       600              0       -3.87053              9.37099e-55              1.88342e-17              3.64079e-37              6.94177e-39              3.07841e-47                 0.313205              0.000283132                0.0227727               1.1257e-33              3.27301e-43               1.2327e-18              6.20645e-62              5.29987e-55              3.62326e-80              7.39586e-36              1.14477e-80              2.80932e-11                0.0818718                 0.233237                  0.34863                        1
       650              0       -3.67752              6.12837e-50              7.47781e-16              3.95264e-34              1.02919e-35              4.14212e-43                 0.274438               0.00116894                0.0267903              9.66701e-31              2.75249e-39              7.28869e-17              2.67233e-56              4.59063e-50              4.83695e-73              1.39662e-32              1.87713e-73              2.83861e-10                 0.145904                  0.21487                 0.336829                        1
       700              0       -3.42402              8.23856e-46              1.72641e-14              1.58761e-31              5.34703e-33              1.40208e-39                 0.222868               0.00393694                0.0308213              3.12958e-28              6.22789e-36              2.30246e-15              1.79611e-51              7.66471e-46              6.20331e-67              8.61418e-30              2.87181e-67              1.99743e-09                 0.229904                 0.191414                 0.321056                        1
       750              0       -3.08149              3.12218e-42              2.56364e-13              2.85615e-29              1.20019e-30              1.56166e-36                 0.165752                 0.011181                0.0343225              4.64116e-26               4.8921e-33              4.34145e-14              2.73013e-47              3.40149e-42              1.21961e-61              2.13792e-27              6.57831e-62              1.04468e-08                 0.323537                 0.162489                 0.302719                        1
       800              0       -2.61925              4.22749e-39              2.64757e-12              2.61836e-27              1.36395e-28              7.01823e-34                  0.11297                0.0270608                0.0356712              3.65505e-24               1.6194e-30              5.33641e-13              1.23964e-43              5.11919e-39              5.22069e-57              2.50951e-25              3.21799e-57              4.28161e-08                  0.41173                 0.128768                   0.2838                        1
       850              0       -2.02603              2.45171e-36              2.02641e-11              1.32531e-25              8.86565e-27              1.49316e-31                 0.071664                0.0552356                0.0324248              1.71255e-22              2.63009e-28              4.60922e-12              2.08041e-40              3.16023e-36              6.36419e-53              1.58867e-23              4.41168e-53              1.43824e-07                 0.482014                0.0927593                 0.265902                        1
       900              0       -1.35527              7.01277e-34               1.2121e-10              3.89671e-24              3.62632e-25              1.70913e-29                0.0434364                0.0932342                0.0239466              5.21869e-21               2.3676e-26              2.98696e-11              1.52306e-37              9.31284e-34              2.72285e-49              6.05103e-22              2.09436e-49              4.11758e-07                  0.52986                0.0592261                 0.250297                        1
       950              0      -0.737629              1.10595e-31              5.92346e-10              7.01096e-23              1.00809e-23              1.16734e-27                0.0259377                 0.129676                0.0138839              1.11142e-19              1.30404e-24              1.53716e-10              5.54433e-35               1.4805e-31              4.82238e-46              1.51947e-20              4.06925e-46              1.04046e-06                 0.558643                0.0334186                  0.23844                        1
      1000              0       -0.27742              1.05132e-29              2.45176e-09              8.37583e-22              2.02461e-22               5.1708e-26                0.0156657                 0.154247               0.00666061              1.75127e-18              4.75857e-23              6.58023e-10               1.1144e-32              1.40092e-29              4.03503e-43              2.70911e-19              3.69911e-43              2.38621e-06                 0.575129                0.0173193                 0.230975                        1
      1050              0       0.033522              6.47519e-28              8.83471e-09              7.33119e-21              3.07651e-21              1.58644e-24               0.00970976                 0.167004               0.00294269              2.13121e-17              1.22494e-21              2.42461e-09              1.34631e-30              8.53033e-28              1.77524e-40              3.62957e-18              1.75333e-40              5.05552e-06                 0.584661               0.00875468                 0.226922                        1
