   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0        -4.1674             3.04415e-117              3.44889e-38               1.2569e-76              4.59688e-80              5.6757e-101                 0.323626              2.19296e-12               0.00164596              7.23611e-72              2.89992e-94              7.24099e-42             3.76024e-135             3.40675e-119             1.29353e-172              1.65902e-78             3.04379e-174              1.65947e-24              3.32915e-05                 0.267997                 0.406698                        1
       350              0       -4.07936              2.07452e-99              2.71264e-32              2.38205e-65              2.65073e-68              1.21731e-85                 0.325604              4.68257e-10               0.00379341              5.94792e-61              1.04974e-79              2.97447e-35             2.99811e-114             6.89014e-101             3.06255e-146               2.2812e-66             1.48899e-147               9.9646e-21              0.000289166                 0.263667                 0.406646                        1
       400              0       -3.98456              5.03434e-86              7.38525e-28              6.78299e-57              1.77719e-59              3.93947e-74                 0.327765              2.57819e-08               0.00676297              9.21657e-53              9.01615e-69              2.79478e-30              1.46015e-98              3.85757e-87             1.93734e-126                3.059e-57             1.63705e-127              6.88618e-18               0.00151334                 0.257562                 0.406397                        1
       450              0       -3.88292              1.31549e-75              2.12501e-24              2.53542e-50               1.3147e-52               3.5878e-65                 0.328514                5.746e-07                0.0102209              2.17055e-46              2.94081e-60              2.10134e-26              2.35322e-86              1.95341e-76             5.02151e-111              3.98654e-50             6.55738e-112              1.12174e-15               0.00561209                 0.250089                 0.405563                        1
       500              0       -3.77234              2.86549e-67              1.26164e-21              4.57677e-45               4.1385e-47              5.32059e-58                 0.325159              6.81183e-06                0.0138756              2.71869e-41              1.92361e-53              2.67411e-23              1.38041e-76              7.25424e-68               1.0955e-98              2.00278e-44              2.03322e-99              6.61031e-14                0.0162201                 0.241334                 0.403405                        1
       550              0        -3.6473              1.91535e-60              2.36286e-19              9.14909e-41              1.30779e-42              3.92305e-52                 0.314016              5.11762e-05                0.0175791              4.01803e-37              7.27196e-48               9.2501e-21              1.35776e-68              7.48257e-61               1.3794e-88              9.30066e-40              3.42006e-89              1.84643e-12                 0.038703                 0.230827                 0.398824                        1
       600              0        -3.4981              9.37099e-55              1.84948e-17              3.52296e-37              7.34769e-39              3.02294e-47                 0.291233              0.000273969                0.0213225              1.19153e-33              3.21403e-43              1.18868e-18              6.20645e-62              5.20437e-55              3.62326e-80              7.13172e-36              1.14477e-80              2.92001e-11                0.0789478                 0.217628                 0.390595                        1
       650              0       -3.31034              6.12837e-50              7.33922e-16              3.83098e-34              1.09012e-35              4.06535e-43                 0.254651               0.00113296                0.0251666              1.02393e-30              2.70147e-39              7.02103e-17              2.67233e-56              4.50555e-50              4.83695e-73              1.34533e-32              1.87713e-73              2.95095e-10                 0.140546                 0.200609                 0.377894                        1
       700              0       -3.06454              8.23856e-46              1.69318e-14              1.54187e-31              5.66958e-33              1.37509e-39                 0.206197               0.00382353                0.0290712              3.31836e-28              6.10801e-36              2.21468e-15              1.79611e-51              7.51717e-46              6.20331e-67              8.28574e-30              2.87181e-67              2.07715e-09                 0.221138                 0.178812                 0.360958                        1
       750              0       -2.73653              3.12218e-42              2.51215e-13              2.77898e-29              1.27441e-30              1.53029e-36                  0.15283                 0.010879                 0.032493              4.92817e-26              4.79384e-33              4.16878e-14              2.73013e-47              3.33316e-42              1.21961e-61               2.0529e-27              6.57831e-62                1.087e-08                  0.31067                 0.151811                 0.341317                        1
       800              0       -2.30184              4.22749e-39              2.59233e-12              2.54935e-27              1.45076e-28              6.87181e-34                 0.103833                0.0263475                0.0338155              3.88769e-24              1.58561e-30              5.11606e-13              1.23964e-43              5.01238e-39              5.22069e-57              2.40589e-25              3.21799e-57              4.45913e-08                 0.394729                 0.120197                 0.321078                        1
       850              0       -1.75364              2.45171e-36              1.98309e-11              1.28862e-25               9.4469e-27              1.46124e-31                 0.065729                0.0537063                0.0306542              1.82483e-22              2.57386e-28              4.41423e-12              2.08041e-40              3.09267e-36              6.36419e-53              1.52147e-23              4.41168e-53              1.49977e-07                 0.461623                0.0863757                 0.301911                        1
       900              0       -1.14197              7.01277e-34              1.18597e-10              3.77553e-24               3.8708e-25              1.67227e-29                0.0398094                0.0903349                0.0224804              5.57052e-21              2.31655e-26              2.85953e-11              1.52306e-37              9.11203e-34              2.72285e-49              5.79289e-22              2.09436e-49               4.3004e-07                 0.507256                0.0549363                 0.285183                        1
       950              0      -0.583733              1.10595e-31              5.79601e-10              6.76241e-23               1.0777e-23              1.14222e-27                0.0237763                 0.125079                0.0129169              1.18816e-19              1.27598e-24              1.47173e-10              5.54433e-35              1.44864e-31              4.82238e-46              1.45479e-20              4.06925e-46              1.08837e-06                 0.534861                0.0308617                 0.272504                        1
      1000              0      -0.168943              1.05132e-29              2.39922e-09              8.04946e-22              2.16683e-22              5.05997e-26                0.0143653                 0.148237               0.00615165              1.87428e-18              4.65658e-23              6.30119e-10               1.1144e-32              1.37089e-29              4.03503e-43              2.59423e-19              3.69911e-43              2.49909e-06                  0.55074                0.0159387                 0.264565                        1
      1050              0       0.113024              6.47519e-28              8.64564e-09              7.03092e-21              3.29485e-21              1.55249e-24               0.00890487                 0.160164               0.00270657              2.28246e-17              1.19873e-21              2.32194e-09              1.34631e-30              8.34777e-28              1.77524e-40              3.47588e-18              1.75333e-40              5.29844e-06                 0.559905               0.00804058                 0.260274                        1
      1100              0       0.315746              2.74131e-26              2.76924e-08              4.87247e-20              3.92877e-20               3.4757e-23               0.00569245                 0.165621               0.00119503              2.21891e-16               2.2876e-20              7.54759e-09              1.04787e-28              3.48059e-26              4.48264e-38              3.65317e-17              4.73521e-38              1.04889e-05                 0.565274               0.00413779                 0.258069                        1
      1150              0       0.479115              8.37649e-25              8.01432e-08              2.81471e-19              3.78633e-19              5.92283e-22               0.00375524                 0.168068              0.000550093              1.77093e-15              3.36898e-19              2.20486e-08              5.56474e-27              1.04515e-24               6.9842e-36              3.11554e-16              7.84078e-36              1.95565e-05                 0.568479               0.00221385                 0.256914                        1
      1200              0        0.62388              1.92418e-23              2.12347e-07              1.39828e-18              3.02636e-18              7.95394e-21               0.00255336                 0.169191              0.000267102              1.18843e-14              3.95757e-18              5.87386e-08              2.11509e-25              2.35635e-23              7.13208e-34              2.21578e-15              8.46181e-34               3.4597e-05                 0.570438               0.00123753                 0.256279                        1
