   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0       -5.56588             1.52208e-115              6.84068e-37              9.89211e-76              2.62431e-79              1.12574e-99                 0.400694              1.72591e-11               0.00203903              4.13102e-71              5.75182e-93              5.69728e-41             1.88012e-133             6.75709e-118             6.46765e-171              1.30533e-77              1.5219e-172              3.75812e-24              0.000261941                 0.331907                 0.265098                        1
       350              0       -5.46095              1.03726e-97              5.37639e-31              1.87574e-64              1.51261e-67              2.41269e-84                 0.401954              3.68728e-09               0.00470439              3.39412e-60              2.08056e-78              2.33689e-34             1.49905e-112              1.36561e-99             1.53128e-144              1.79222e-65             7.44496e-146              2.25398e-20               0.00227183                 0.326239                 0.264832                        1
       400              0       -5.34324              2.51717e-84              1.45864e-26              5.35353e-56              1.01202e-58              7.78072e-73                 0.399006              2.03486e-07                0.0084257              5.24838e-52              1.78075e-67              2.18043e-29              7.30075e-97              7.61895e-86             9.68671e-125              2.38656e-56             8.18523e-126              1.54898e-17                0.0118067                 0.317194                 0.263568                        1
       450              0       -5.20691              6.57743e-74              4.14874e-23              2.01488e-49              7.43566e-52               7.0046e-64                 0.381826               4.5663e-06                0.0129098              1.22761e-45              5.74146e-59              1.60191e-25              1.17661e-84              3.81373e-75             2.51076e-109              3.03905e-49             3.27869e-110              2.47725e-15                0.0427824                 0.303016                 0.259461                        1
       500              0       -5.03317              1.43274e-65              2.39089e-20              3.69844e-44              2.30224e-46              1.00829e-56                 0.335493              5.50456e-05                0.0181217               1.5124e-40              3.64538e-52               1.9207e-22              6.90204e-75              1.37473e-66              5.47748e-97              1.43851e-43              1.01661e-97              1.39375e-13                 0.116502                 0.280147                 0.249681                        1
       550              0       -4.78173              9.57677e-59              4.20561e-18              7.66318e-40              7.06167e-42              6.98257e-51                  0.25212              0.000428646                0.0246654              2.16962e-36              1.29432e-46              5.86084e-20              6.78882e-67              1.33181e-59              6.89699e-87              5.89287e-39              1.71003e-87              3.54914e-12                 0.245221                 0.244997                 0.232568                        1
       600              0       -4.39308              4.68549e-53              2.95414e-16              3.13802e-36              3.82236e-38              4.82848e-46                 0.151654               0.00244033                0.0338348              6.19848e-33               5.1337e-42              6.06534e-18              3.10323e-60              8.31283e-54              1.81163e-78              3.63903e-35              5.72386e-79              4.85262e-11                 0.402838                 0.197826                 0.211406                        1
       650              0       -3.82429              3.06419e-48              1.01153e-14              3.61887e-33              5.50775e-35              5.60307e-42                0.0735101                0.0107023                0.0449138              5.17335e-30               3.7233e-38              2.66739e-16              1.33616e-54              6.20977e-49              2.41848e-71               5.1111e-32              9.38566e-72              4.10978e-10                 0.533956                 0.143989                 0.192929                        1
       700              0        -3.0671              4.11928e-44               1.9915e-13              1.43008e-30              2.82567e-32              1.61737e-38                0.0315706                0.0354629                0.0500164              1.65384e-27              7.18418e-35              6.12767e-15              8.98055e-50              8.84162e-45              3.10165e-65              2.29254e-29               1.4359e-65              2.43527e-09                 0.611856                0.0917745                  0.17932                        1
       750              0       -2.13902              1.56109e-40              2.55877e-12              2.17041e-28              6.33002e-30              1.55869e-35                0.0131596                0.0849656                0.0396399              2.44783e-25              4.88281e-32              8.64992e-14              1.36507e-45              3.39502e-41              6.09807e-60              4.25961e-27              3.28915e-60              1.09987e-08                 0.644617                0.0492031                 0.168415                        1
       800              0       -1.25221              2.11375e-37               2.3546e-11              1.37436e-26              7.24077e-28              6.24164e-33               0.00565373                  0.14204                0.0196558              1.94035e-23               1.4402e-29              8.44151e-13               6.1982e-42              4.55273e-38              2.61035e-55              3.96972e-25                1.609e-55              4.04292e-08                 0.651305                0.0213836                 0.159962                        1
       850              0      -0.693269              1.22586e-34              1.66585e-10              4.22011e-25              4.79327e-26              1.22748e-30               0.00261832                 0.175884               0.00657538              9.25901e-22              2.16212e-27              6.22979e-12              1.04021e-38              2.59793e-35               3.1821e-51              2.14724e-23              2.20584e-51              1.27847e-07                 0.651487               0.00798436                 0.155451                        1
       900              0      -0.399615              3.50638e-32              9.50729e-10              7.85978e-24              2.00986e-24              1.34058e-28               0.00131526                 0.188056               0.00194849              2.89241e-20              1.85706e-25               3.6753e-11              7.61531e-36              7.30465e-33              1.36142e-47              7.44549e-22              1.04718e-47              3.58004e-07                 0.651966               0.00293981                 0.153774                        1
       950              0      -0.209061              5.52974e-30              4.52681e-09              1.03697e-22              5.71387e-23                8.921e-27              0.000707763                   0.1918              0.000607463              6.29951e-19              9.96572e-24              1.79549e-10              2.77216e-33              1.13142e-30              2.41119e-44              1.77483e-20              2.03462e-44              9.01368e-07                 0.652526               0.00115471                 0.153203                        1
