   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0       -6.03465             2.02943e-117               2.7228e-38              1.17506e-76              2.77409e-80             4.48081e-101                 0.424292              2.05016e-12               0.00215789              4.36678e-72              2.28941e-94               6.7696e-42             2.50683e-135             2.68953e-119             8.62353e-173              1.55102e-78              2.0292e-174              1.18591e-24              3.11242e-05                 0.351354                 0.222165                        1
       350              0       -5.92427              1.38301e-99              2.14162e-32              2.22684e-65              1.59964e-68              9.61062e-86                 0.426937              4.37746e-10               0.00497276              3.58941e-61              8.28763e-80                2.781e-35             1.99874e-114             5.43974e-101              2.0417e-146              2.13282e-66             9.92662e-148               7.1213e-21              0.000270358                 0.345681                 0.222139                        1
       400              0       -5.80271              3.35623e-86              5.83144e-28              6.33965e-57              1.07251e-59              3.11064e-74                 0.430012              2.40968e-08               0.00886172              5.56207e-53              7.11921e-69              2.61373e-30              9.73433e-99              3.04596e-87             1.29156e-126              2.86083e-57             1.09136e-127              4.92207e-18                0.0014153                   0.3377                 0.222011                        1
       450              0       -5.67268              8.76991e-76               1.6787e-24              2.36814e-50              7.93456e-53              2.83427e-65                 0.431796              5.36689e-07                0.0133751              1.30998e-46              2.32316e-60              1.96704e-26              1.56881e-86              1.54314e-76             3.34768e-111              3.73175e-50             4.37159e-112              8.02216e-16               0.00525341                  0.32799                 0.221585                        1
       500              0       -5.53534              1.91032e-67              9.97855e-22              4.26801e-45              2.49809e-47              4.20816e-58                 0.429436              6.35229e-06                0.0180998              1.64106e-41              1.52142e-53               2.5092e-23              9.20273e-77              5.73752e-68               7.3033e-99              1.87927e-44              1.35548e-99              4.73381e-14                0.0152198                 0.316761                 0.220477                        1
       550              0       -5.38844               1.2769e-60              1.87363e-19              8.50465e-41              7.89656e-43              3.11079e-52                 0.418998              4.75715e-05                0.0227848              2.42613e-37              5.76632e-48              8.72431e-21              9.05176e-69              5.93331e-61              9.19599e-89              8.77199e-40              2.28004e-89              1.32608e-12                0.0365031                 0.303558                 0.218108                        1
       600              0       -5.22509              6.24733e-55              1.47358e-17              3.25662e-37              4.43849e-39              2.40854e-47                 0.396104              0.000253257                0.0273307              7.19762e-34              2.56079e-43              1.13189e-18              4.13764e-62               4.1466e-55               2.4155e-80              6.79099e-36              7.63182e-81              2.10807e-11                0.0751759                 0.287346                  0.21379                        1
       650              0       -5.03197              4.08558e-50              5.89401e-16              3.51157e-34              6.58683e-36              3.26482e-43                 0.357491                0.0010385                0.0317174              6.18691e-31              2.16951e-39              6.79226e-17              1.78155e-56              3.61834e-50              3.22464e-73               1.3015e-32              1.25142e-73              2.14791e-10                 0.135967                 0.266837                 0.206949                        1
       700              0       -4.78602              5.49238e-46              1.37574e-14              1.39845e-31              3.42384e-33              1.11729e-39                 0.303312               0.00346786                0.0358714              2.00395e-28              4.96287e-36              2.19315e-15              1.19741e-51              6.10784e-46              4.13554e-67               8.2052e-30              1.91454e-67              1.52881e-09                 0.218989                 0.240903                 0.197457                        1
       750              0       -4.44981              2.08145e-42              2.07236e-13              2.49833e-29              7.67841e-31              1.26239e-36                 0.238873               0.00978028                0.0393922              2.96926e-26              3.95461e-33              4.25542e-14              1.82009e-47              2.74965e-42              8.13075e-62              2.09556e-27              4.38554e-62              8.10406e-09                 0.317126                 0.208974                 0.185854                        1
