   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0      -0.301733             1.52208e-115              3.57947e-37              2.71081e-76              4.95439e-79              5.8906e-100                0.0300395              4.72963e-12              0.000153124              7.79887e-71              3.00972e-93              1.55994e-41             1.88012e-133             3.53573e-118             6.46765e-171              3.57405e-78              1.5219e-172              3.71248e-24              7.17205e-05                0.0249038                 0.944832                        1
       350              0      -0.247044              1.03726e-97              2.80919e-31              5.15794e-65              2.85667e-67              1.26064e-84                0.0299596              1.01393e-09              0.000355722              6.41002e-60               1.0871e-78              6.37996e-35             1.49905e-112             7.13538e-100             1.53128e-144              4.89295e-66             7.44496e-146               2.2242e-20              0.000620234                0.0244917                 0.944573                        1
       400              0      -0.189268              2.51717e-84              7.56985e-27              1.49501e-56              1.91463e-58              4.03795e-73                0.0289429              5.68248e-08              0.000657074               9.9293e-52              9.24152e-68               5.8725e-30              7.30075e-97              3.95399e-86             9.68671e-125              6.42768e-57             8.18523e-126              1.52083e-17               0.00317987                0.0238567                 0.943363                        1
       450              0       -0.12348              6.57743e-74                2.106e-23              5.89845e-50              1.41504e-51               3.5557e-64                0.0253532              1.33676e-06               0.00110635               2.3362e-45               2.9145e-59              4.12782e-26              1.17661e-84              1.93594e-75             2.51076e-109              7.83107e-50             3.27869e-110              2.39309e-15                0.0110243                0.0228579                 0.939657                        1
       500              0     -0.0446671              1.43274e-65              1.15004e-20              1.20028e-44               4.4483e-46              4.84997e-57                0.0179598              1.78643e-05               0.00190865               2.9222e-40              1.75346e-52              4.44394e-23              6.90204e-75              6.61258e-67              5.47748e-97              3.32829e-44              1.01661e-97              1.29533e-13                0.0269551                0.0210358                 0.932123                        1
       550              0      0.0431408              9.57677e-59               1.8409e-18              2.86602e-40              1.40649e-41              3.05644e-51               0.00925571              0.000160313               0.00345007              4.32128e-36              5.66557e-47              1.12295e-20              6.78882e-67              5.82965e-60              6.89699e-87              1.12909e-39              1.71003e-87              3.09424e-12                0.0469849                0.0175562                 0.922593                        1
       600              0        0.12911              4.68549e-53              1.16469e-16              1.26617e-36              7.95134e-38              1.90367e-46               0.00366416               0.00098466               0.00550857              1.28942e-32                2.024e-42              9.42792e-19              3.10323e-60               3.2774e-54              1.81163e-78              5.65648e-36              5.72386e-79              3.97983e-11                0.0626169                0.0124074                 0.914818                        1
       650              0       0.214012              3.06419e-48               3.7102e-15              1.36983e-33              1.19553e-34              2.05516e-42               0.00133054                0.0040511                0.0064353              1.12294e-29              1.36568e-38              3.58861e-17              1.33616e-54              2.27769e-49              2.41848e-71              6.87629e-33              9.38566e-72              3.27208e-10                0.0718364               0.00733267                 0.909014                        1
       700              0       0.305833              4.11928e-44              7.05428e-14              4.42387e-31              6.34235e-32              5.72902e-39              0.000497013                0.0109703               0.00478629              3.71213e-27              2.54477e-35              7.68844e-16              8.98055e-50              3.13187e-45              3.10165e-65              2.87647e-30               1.4359e-65              1.93618e-09                  0.07677               0.00356211                 0.903414                        1
       750              0       0.396923              1.56109e-40              8.96676e-13              4.79517e-29              1.46217e-29              5.46215e-36              0.000198455                0.0187718               0.00193489              5.65425e-25              1.71109e-32              1.06223e-14              1.36507e-45              1.18973e-41              6.09807e-60              5.23093e-28              3.28915e-60              8.90303e-09                0.0791608               0.00133494                 0.898599                        1
       800              0       0.471866              2.11375e-37              8.25765e-12              2.17833e-27              1.71405e-27              2.18896e-33              8.55245e-05                 0.022513              0.000493781              4.59324e-23              5.05083e-30              1.03824e-13               6.1982e-42              1.59665e-38              2.61035e-55              4.88245e-26                1.609e-55               3.3564e-08                0.0801054              0.000416851                 0.896385                        1
       850              0       0.536739              1.22586e-34              5.85299e-11              5.64651e-26              1.15061e-25              4.31277e-31              3.99016e-05                0.0235332              0.000117715               2.2226e-21              7.59663e-28              7.69054e-13              1.04021e-38              9.12786e-36               3.1821e-51              2.65072e-24              2.20584e-51              1.07828e-07                0.0804247               0.00013188                 0.895753                        1
       900              0       0.599133              3.50638e-32              3.34146e-10              9.94201e-25              4.85038e-24              4.71162e-29              2.00691e-05                0.0237877              3.11764e-05              6.98025e-20              6.52687e-26              4.53995e-12              7.61531e-36              2.56731e-33              1.36142e-47               9.1971e-23              1.04718e-47              3.03653e-07                0.0805347              4.59347e-05                  0.89558                        1
       950              0       0.661336              5.52974e-30              1.59073e-09              1.28989e-23              1.38145e-22              3.13486e-27              1.07922e-05                 0.023858              9.39916e-06              1.52304e-18              3.50198e-24              2.21714e-11              2.77216e-33              3.97584e-31              2.41119e-44              2.19163e-21              2.03462e-44              7.65796e-07                0.0805764              1.77364e-05                 0.895527                        1
      1000              0       0.723889               5.2566e-28               6.4898e-09              1.29672e-22              2.81889e-21              1.36871e-25              6.15251e-06                0.0238801              3.19287e-06              2.43831e-17              1.25959e-22              9.22097e-11              5.57202e-31              3.70822e-29              2.01751e-41              3.79632e-20              1.84956e-41              1.75885e-06                0.0805937              7.51477e-06                 0.895508                        1
