   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0       -5.56593             2.02943e-117               2.6844e-38              1.14215e-76              3.03047e-80             4.41761e-101                 0.400856              1.99274e-12                0.0020387              4.77037e-72              2.25711e-94              6.57998e-42             2.50683e-135              2.6516e-119             8.62353e-173              1.50757e-78              2.0292e-174              1.27725e-24              3.02524e-05                 0.331947                 0.265129                        1
       350              0       -5.46154              1.38301e-99              2.11141e-32              2.16448e-65              1.74749e-68              9.47506e-86                 0.403352              4.25487e-10               0.00469814              3.92116e-61              8.17072e-80              2.70309e-35             1.99874e-114             5.36301e-101              2.0417e-146              2.07307e-66             9.92662e-148              7.66974e-21              0.000262784                 0.326589                 0.265098                        1
       400              0       -5.34721              3.35623e-86              5.74916e-28              6.16227e-57              1.17165e-59              3.06674e-74                 0.406249              2.34225e-08               0.00837275              6.07618e-53              7.01875e-69              2.54049e-30              9.73433e-99              3.00298e-87             1.29156e-126              2.78066e-57             1.09136e-127              5.30115e-18               0.00137564                 0.319052                  0.26495                        1
       450              0       -5.22493              8.76991e-76              1.65498e-24              2.30206e-50              8.66821e-53              2.79422e-65                 0.407906              5.21714e-07                 0.012639              1.43111e-46              2.29034e-60              1.91185e-26              1.56881e-86              1.52134e-76             3.34768e-111              3.62705e-50             4.37159e-112              8.64009e-16               0.00510602                 0.309892                 0.264456                        1
       500              0       -5.09508              1.91032e-67              9.83714e-22              4.14973e-45              2.72926e-47              4.14852e-58                 0.405605              6.17624e-06                0.0171105              1.79292e-41              1.49986e-53              2.43859e-23              9.20273e-77              5.65621e-68               7.3033e-99              1.82638e-44              1.35548e-99              5.09858e-14                0.0147915                 0.299316                 0.263171                        1
       550              0       -4.95476               1.2769e-60              1.84691e-19               8.2723e-41              8.62865e-43              3.06642e-52                 0.395601              4.62718e-05                0.0215568              2.65105e-37              5.68407e-48              8.47723e-21              9.05176e-69              5.84869e-61              9.19599e-89              8.52356e-40              2.28004e-89              1.42835e-12                0.0354692                 0.286902                 0.260425                        1
       600              0       -4.79665              6.24733e-55              1.45232e-17              3.16992e-37              4.85143e-39              2.37379e-47                 0.373734              0.000246514                0.0258947              7.86725e-34              2.52384e-43              1.09946e-18              4.13764e-62              4.08677e-55               2.4155e-80              6.59644e-36              7.63182e-81              2.27094e-11                0.0730222                 0.271683                  0.25542                        1
       650              0       -4.60759              4.08558e-50               5.8074e-16              3.42186e-34               7.2033e-36              3.21685e-43                 0.336936               0.00101197                0.0301175              6.76595e-31              2.13763e-39              6.59411e-17              1.78155e-56              3.56517e-50              3.22464e-73              1.26353e-32              1.25142e-73              2.31442e-10                    0.132                 0.252434                   0.2475                        1
       700              0        -4.3659              5.49238e-46              1.35501e-14              1.36472e-31              3.74725e-33              1.10045e-39                 0.285435               0.00338422                0.0341619              2.19324e-28              4.88807e-36              2.12754e-15              1.19741e-51              6.01578e-46              4.13554e-67              7.95973e-30              1.91454e-67                1.648e-09                 0.212437                  0.22806                 0.236522                        1
       750              0       -4.03803              2.08145e-42              2.04018e-13               2.4419e-29              8.41308e-31              1.24279e-36                 0.224376               0.00955935                0.0376326              3.25335e-26               3.8932e-33              4.12427e-14              1.82009e-47              2.70695e-42              8.13075e-62              2.03098e-27              4.38554e-62              8.74155e-09                 0.307353                 0.197959                 0.223121                        1
       800              0        -3.5794              2.81833e-39              2.14038e-12              2.24556e-27               9.5466e-29              5.67376e-34                 0.162858                0.0232079                 0.039355              2.55825e-24              1.30917e-30               5.2315e-13              8.26426e-44              4.13851e-39              3.48046e-57              2.46018e-25              2.14533e-57              3.63407e-08                 0.403637                 0.162395                 0.208548                        1
       850              0       -2.95331              1.63448e-36              1.66354e-11              1.16022e-25              6.18512e-27              1.22578e-31                 0.109849                0.0483552                0.0372749              1.19476e-22              2.15912e-28              4.65938e-12              1.38694e-40              2.59432e-36               4.2428e-53              1.60596e-23              2.94112e-53              1.23557e-07                  0.48726                 0.123133                 0.194128                        1
       900              0       -2.18206              4.67518e-34              1.00789e-10              3.56084e-24              2.51778e-25              1.42118e-29                 0.070084                 0.085198                0.0299946              3.62337e-21              1.96871e-26              3.09789e-11              1.01537e-37              7.74382e-34              1.81523e-49              6.27576e-22              1.39624e-49              3.56581e-07                 0.549538                0.0841968                 0.180988                        1
       950              0       -1.39133              7.37299e-32              4.97051e-10              6.78658e-23              6.95568e-24              9.79541e-28                0.0434018                 0.125526                0.0195141              7.66859e-20              1.09425e-24              1.62354e-10              3.69622e-35              1.24232e-31              3.21492e-46              1.60485e-20              2.71283e-46               9.0361e-07                 0.590034                0.0512502                 0.170273                        1
      1000              0      -0.740171               7.0088e-30              2.06901e-09              8.54152e-22              1.38799e-22              4.36356e-26                0.0268137                 0.157299                0.0103901               1.2006e-18              4.01568e-23              7.02908e-10              7.42936e-33              1.18221e-29              2.69002e-43               2.8939e-19              2.46607e-43              2.07076e-06                  0.61436                0.0283001                 0.162836                        1
      1050              0      -0.282032               4.3168e-28              7.48108e-09              7.72976e-21              2.09887e-21              1.34337e-24                0.0168488                 0.176084               0.00490702              1.45397e-17              1.03726e-21              2.60781e-09              8.97539e-31              7.22333e-28              1.18349e-40              3.90382e-18              1.16889e-40              4.38083e-06                 0.628839                0.0148922                 0.158425                        1
      1100              0       0.032816              1.82754e-26              2.40138e-08              5.45487e-20              2.49424e-20                3.014e-23                0.0108636                 0.185418               0.00224669              1.40871e-16              1.98372e-20              8.51333e-09              6.98578e-29              3.01823e-26              2.98842e-38              4.12061e-17              3.15681e-38              8.66163e-06                 0.637602               0.00783766                 0.156023                        1
      1150              0       0.267213              5.58433e-25               6.9593e-08              3.17813e-19              2.39918e-19              5.14314e-22               0.00720622                 0.189768               0.00105197              1.12214e-15              2.92548e-19              2.49385e-08              3.70982e-27              9.07567e-25              4.65613e-36              3.52389e-16              5.22719e-36              1.61408e-05                 0.642989               0.00424097                 0.154728                        1
      1200              0       0.460798              1.28279e-23              1.84558e-07              1.58506e-18              1.91553e-18              6.91304e-21               0.00491736                 0.191791               0.00051484              7.52216e-15              3.43966e-18              6.65561e-08              1.41006e-25              2.04798e-23              4.75472e-34              2.51067e-15              5.64121e-34              2.85485e-05                 0.646357               0.00238431                 0.154006                        1
      1250              0       0.634062               2.2923e-22              4.52848e-07              6.93195e-18              1.29721e-17              7.53557e-20               0.00344724                 0.192756              0.000264841              4.32938e-14              3.31483e-17              1.63806e-07               3.9932e-24              3.59139e-22              3.34785e-32              1.52471e-14              4.17695e-32              4.82194e-05                 0.648506               0.00139536                 0.153582                        1
      1300              0       0.797154              3.28018e-21              1.03754e-06              2.70513e-17              7.59131e-17              6.82656e-19               0.00247813                 0.193229              0.000143052              2.17668e-13              2.68001e-16                3.755e-07                8.717e-23               5.0402e-21              1.69663e-30              8.04367e-14              2.21617e-30               7.8187e-05                 0.649905               0.00084863                 0.153317                        1
      1350              0       0.955196               3.8525e-20              2.23687e-06              9.54934e-17               3.9008e-16              5.24732e-18               0.00182316                 0.193467              8.08633e-05              9.70291e-13              1.85396e-15              8.08381e-07              1.50994e-21              5.80379e-20              6.41909e-29              3.74569e-13              8.74346e-29              0.000122262                 0.650831              0.000534834                 0.153137                        1
      1400              0        1.11088              3.79307e-19              4.56782e-06              3.08366e-16              1.78448e-15              3.48355e-17               0.00136999                  0.19359               4.7648e-05              3.88429e-12                1.116e-14              1.64577e-06              2.12755e-20              5.60158e-19              1.87085e-27              1.56067e-12              2.64781e-27              0.000185091                  0.65145              0.000348209                 0.153003                        1
      1450              0        1.26571              3.18832e-18              8.88484e-06               9.1949e-16              7.35483e-15              2.02805e-16               0.00104953                 0.193653              2.91539e-05              1.41199e-11              5.93081e-14              3.18743e-06               2.4913e-19              4.61539e-18              4.31538e-26              5.88634e-12              6.32554e-26              0.000272193                 0.651861              0.000233499                  0.15289                        1
      1500              0        1.42057              2.32444e-17              1.65414e-05              2.55216e-15              2.75952e-14              1.04914e-15              0.000818322                 0.193685              1.84566e-05              4.70591e-11              2.81764e-13              5.90261e-06              2.46975e-18              3.29837e-17              8.06475e-25              2.02998e-11              1.22073e-24              0.000389966                 0.652122              0.000160827                 0.152782                        1
      1550              0        1.57606              1.49018e-16              2.96011e-05              6.63999e-15              9.51079e-14              4.87837e-15              0.000648378                 0.193701              1.20508e-05              1.45006e-10              1.20978e-12              1.04976e-05              2.10657e-17              2.07292e-16              1.24627e-23               6.4571e-11              1.94279e-23              0.000545674                  0.65227              0.000113499                 0.152669                        1
      1600              0        1.73262              8.50273e-16              5.11043e-05              1.62913e-14              3.03499e-13              2.05946e-14              0.000521312                 0.193707              8.09179e-06              4.16149e-10              4.73928e-12              1.79987e-05              1.56797e-16              1.15959e-15              1.62121e-22               1.9089e-10              2.59639e-22              0.000747396                 0.652323              8.18879e-05                 0.152542                        1
      1650              0         1.8906              4.36388e-15              8.53938e-05               3.7895e-14              9.02967e-13              7.96334e-14              0.000424798                 0.193707              5.57352e-06              1.11953e-09              1.70815e-11              2.98509e-05              1.03117e-15              5.83535e-15              1.80337e-21              5.27989e-10              2.96041e-21               0.00100396                 0.652291              6.02817e-05                 0.152393                        1
      1700              0        2.05038              2.03349e-14                0.0001385              8.39607e-14              2.52015e-12              2.84232e-13              0.000350415                 0.193702              3.92906e-06              2.83933e-09              5.70618e-11                4.803e-05              6.05773e-15              2.66646e-14              1.73922e-20               1.3744e-09              2.92054e-20               0.00132484                 0.652173              4.51984e-05                 0.152214                        1
