   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0      -0.301807              6.0883e-117              3.20236e-38              5.41918e-77              9.90891e-80                5.27e-101                0.0300689              9.45501e-13              0.000152987               1.5598e-71              2.69263e-94               3.1214e-42             7.52049e-135             3.16323e-119             2.58706e-172              7.15161e-79             6.08759e-174               1.6607e-24              1.43511e-05                0.0249048                 0.944859                        1
       350              0      -0.247704              4.14904e-99               2.5179e-32              1.02775e-65              5.71404e-68              1.12992e-85                0.0302122              2.02032e-10               0.00035308              1.28216e-60              9.74375e-80              1.28136e-35             5.99622e-114             6.39549e-101              6.1251e-146              9.82707e-67             2.97799e-147              9.96906e-21              0.000124569                0.0245032                 0.944807                        1
       400              0      -0.192725              1.00687e-85              6.84429e-28              2.93577e-57              3.83168e-59              3.65091e-74                0.0302221              1.11588e-08              0.000633447              1.98712e-52              8.35572e-69              1.20017e-30               2.9203e-98                3.575e-87             3.87468e-126              1.31364e-57             3.27409e-127              6.87964e-18              0.000649877                0.0239359                 0.944559                        1
       450              0      -0.135638              2.63097e-75               1.9592e-24              1.10814e-50              2.83622e-52              3.30785e-65                0.0296713              2.51136e-07              0.000976219              4.68255e-46              2.71135e-60              8.93105e-27              4.70643e-86              1.80099e-76              1.0043e-110              1.69435e-50             1.31148e-111              1.11556e-15               0.00238524                0.0232282                 0.943739                        1
       500              0     -0.0742597              5.73097e-67              1.14793e-21              2.04759e-45              8.94214e-47              4.84103e-58                 0.027856              3.04753e-06               0.00138864              5.87433e-41              1.75023e-53               1.1069e-23              2.76082e-76               6.6004e-68              2.19099e-98               8.2901e-45              4.06643e-99              6.49784e-14               0.00671398                 0.022346                 0.941692                        1
       550              0    -0.00596349              3.83071e-60              2.09069e-19              4.28208e-41              2.83592e-42              3.47117e-52                0.0240585              2.39521e-05               0.00192539              8.71303e-37              6.43433e-48              3.62093e-21              2.71553e-68              6.62068e-61               2.7588e-88              3.64072e-40              6.84011e-89              1.77137e-12                0.0151502                 0.021145                 0.937697                        1
       600              0      0.0705132               1.8742e-54              1.55675e-17              1.76824e-37              1.60478e-38              2.54448e-47                0.0182738               0.00013751                0.0026858              2.60237e-33              2.70532e-43              4.21088e-19              1.24129e-61              4.38064e-55              7.24651e-80              2.52641e-36              2.28954e-80              2.68403e-11                0.0279672                0.0193476                 0.931588                        1
       650              0       0.153251              1.22567e-49              5.73306e-16              2.08086e-34               2.4111e-35              3.17567e-43                0.0118523              0.000615386               0.00371243              2.26471e-30              2.11027e-39              2.14212e-17              5.34466e-56              3.51953e-50              9.67391e-73              4.10461e-33              3.75426e-73              2.54922e-10                0.0428808                0.0166224                 0.924317                        1
       700              0       0.239216              1.64771e-45              1.20807e-14              8.75715e-32              1.27815e-32              9.81116e-40               0.00667955               0.00217159               0.00468878              7.48089e-28              4.35801e-36              5.63713e-16              3.59222e-51              5.36344e-46              1.24066e-66              2.10901e-30              5.74362e-67              1.67054e-09                0.0562874                0.0129249                 0.917248                        1
       750              0       0.328635              6.24435e-42              1.64054e-13               1.5101e-29              2.94409e-30              9.99343e-37               0.00347444               0.00591161               0.00479731              1.13849e-25              3.13058e-33              8.88919e-15              5.46026e-47               2.1767e-42              2.43923e-61              4.37744e-28              1.31566e-61              8.19939e-09                0.0662448               0.00879519                 0.910777                        1
