   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0       -5.28008             1.52208e-114              3.03386e-36              6.37345e-75               1.0388e-78               4.9927e-99                 0.155024                1.112e-10                0.0084644              1.63521e-70              2.55095e-92              1.12062e-40             1.88012e-132             2.99679e-117             6.46765e-170              2.56752e-77              1.5219e-171              6.59754e-24              0.000515224                 0.420625                 0.415372                        1
       350              0       -5.14711              1.03726e-96              2.40862e-30              1.14968e-63               5.9844e-67              1.08088e-83                 0.161913              2.26001e-08                0.0176731              1.34283e-59              9.32086e-78              4.69019e-34             1.49905e-111              6.11792e-99             1.53128e-143              3.59703e-65             7.44496e-145              3.99504e-20               0.00455962                 0.401322                 0.414531                        1
       400              0        -4.9948              2.51717e-83               6.5489e-26              3.13657e-55               3.9941e-58              3.49334e-72                  0.16213               1.1922e-06                0.0289224              2.07135e-51               7.9951e-67              4.39525e-29              7.30075e-96              3.42071e-85             9.68671e-124              4.81078e-56             8.18523e-125              2.74471e-17                0.0237997                 0.374612                 0.410534                        1
       450              0       -4.80295              6.57743e-73              1.82174e-22              1.15459e-48              2.91346e-51              3.07577e-63                 0.141955              2.61664e-05                0.0423912              4.81007e-45              2.52112e-58              3.08872e-25              1.17661e-83              1.67464e-74             2.51076e-108              5.85975e-49             3.27869e-109              4.26216e-15                0.0824911                   0.3348                 0.398337                        1
       500              0       -4.52063              1.43274e-64              9.81176e-20              2.14001e-43              8.91809e-46              4.13782e-56                 0.095155              0.000318508                0.0606727              5.85852e-40              1.49599e-51              3.23469e-22              6.90204e-74              5.64162e-66              5.47748e-96              2.42263e-43              1.01661e-96               2.2156e-13                 0.196203                 0.272997                 0.374653                        1
       550              0       -4.11489              9.57677e-58              1.53786e-17              4.50307e-39              2.72707e-41               2.5533e-50                0.0450771               0.00251883                0.0851704              8.37861e-36              4.73293e-46              7.83671e-20              6.78882e-66                 4.87e-59              6.89699e-86              7.87954e-39              1.71003e-86              5.01186e-12                 0.327893                 0.192502                 0.346839                        1
       600              0        -3.6325              4.68549e-52              9.56566e-16              1.75796e-35              1.49846e-37              1.56349e-45                 0.016672                0.0136711                 0.106187              2.42995e-32              1.66232e-41               6.3595e-18              3.10323e-59              2.69174e-53              1.81163e-77              3.81551e-35              5.72386e-78              6.15988e-11                 0.422375                   0.1162                 0.324895                        1
       650              0       -3.05279              3.06419e-47              2.99643e-14              1.75287e-32               2.1984e-34              1.65979e-41               0.00566049                0.0518388                 0.105374              2.06493e-29              1.10295e-37              2.34067e-16              1.33616e-53              1.83951e-48              2.41848e-70              4.48506e-32              9.38566e-71              4.85935e-10                 0.468553                 0.061201                 0.307373                        1
       700              0       -2.26365              4.11928e-43              5.56075e-13              5.40469e-30              1.13346e-31              4.51607e-38               0.00191907                 0.134025                0.0714393              6.63408e-27              2.00599e-34              4.77749e-15              8.98055e-49              2.46879e-44              3.10165e-64              1.78739e-29               1.4359e-64              2.72762e-09                 0.477038                0.0270419                 0.288537                        1
       750      0.0288036       -1.48634              1.56109e-39              6.89477e-12              5.68851e-28              2.54384e-29              4.19999e-35              0.000693743                  0.22269                0.0272299              9.83709e-25               1.3157e-31              6.28043e-14              1.36507e-44              9.14811e-41              6.09807e-59              3.09277e-27              3.28915e-59              1.19101e-08                 0.468036               0.00936325                 0.271988                        1
