   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0       -5.99553              6.0883e-117              5.42404e-38              3.27071e-76              5.72764e-80             8.92613e-101                 0.247473              5.70651e-12               0.00557277              9.01608e-72              4.56068e-94              8.95479e-42             7.52049e-135             5.35776e-119             2.58706e-172              2.05168e-78             6.08759e-174               1.6259e-24               4.1171e-05                 0.431218                 0.315694                        1
       350              0       -5.86605              4.14904e-99              4.28712e-32              6.04557e-65              3.30271e-68              1.92387e-85                 0.253919              1.18842e-09                0.0122172              7.41089e-61              1.65903e-79              3.71473e-35             5.99622e-114             1.08893e-100              6.1251e-146              2.84892e-66             2.97799e-147              9.81091e-21              0.000361131                 0.417859                 0.315644                        1
       400              0       -5.72365              1.00687e-85              1.17362e-27              1.67209e-56              2.21414e-59              6.26037e-74                 0.261288              6.35556e-08                0.0205488              1.14826e-52              1.43279e-68              3.52892e-30               2.9203e-98              6.13021e-87             3.87468e-126              3.86254e-57             3.27409e-127               6.8168e-18               0.00191086                 0.400853                 0.315399                        1
       450              0       -5.57608              2.63097e-75              3.39283e-24              6.07774e-50              1.63747e-52              5.72835e-65                 0.266851              1.37739e-06                0.0293658              2.70343e-46              4.69535e-60              2.67835e-26              4.70643e-86              3.11885e-76              1.0043e-110              5.08122e-50             1.31148e-111              1.11534e-15               0.00715314                 0.382058                 0.314571                        1
       500              0       -5.42487              5.73097e-67              2.01982e-21              1.07082e-44              5.15056e-47              8.51799e-58                 0.267002              1.59374e-05                0.0379779              3.38354e-41              3.07961e-53              3.42693e-23              2.76082e-76              1.16137e-67              2.19099e-98               2.5666e-44              4.06643e-99              6.58538e-14                0.0207864                   0.3618                 0.312417                        1
       550              0        -5.2644              3.83071e-60              3.78119e-19              2.09783e-40              1.62495e-42               6.2779e-52                  0.25741              0.000117344                0.0462117              4.99246e-37               1.1637e-47               1.1844e-20              2.71553e-68              1.19741e-60               2.7588e-88              1.19087e-39              6.84011e-89              1.83567e-12                 0.049556                 0.338845                  0.30786                        1
       600              0       -5.08174               1.8742e-54              2.94544e-17              7.94242e-37              9.10371e-39              4.81425e-47                 0.234179              0.000617656                0.0541875              1.47629e-33              5.11857e-43              1.50741e-18              1.24129e-61              8.28834e-55              7.24651e-80              9.04404e-36              2.28954e-80              2.88086e-11                 0.100117                 0.311099                   0.2998                        1
       650              0       -4.85513              1.22567e-49              1.15683e-15              8.50534e-34              1.34527e-35              6.40793e-43                 0.196487               0.00251534                0.0620235              1.26359e-30              4.25814e-39              8.72187e-17              5.34466e-56              7.10178e-50              9.67391e-73              1.67124e-32              3.75426e-73              2.87001e-10                 0.174594                 0.276637                 0.287744                        1
       700              0       -4.55125              1.64771e-45              2.62625e-14              3.36609e-31              6.96523e-33              2.13287e-39                 0.149184               0.00834719                0.0692764               4.0767e-28              9.47397e-36              2.66407e-15              3.59222e-51              1.16597e-45              1.24066e-66              9.96704e-30              5.74362e-67              1.97904e-09                  0.26601                 0.234789                 0.272393                        1
       750              0       -4.12479              6.24435e-42               3.8175e-13              5.92666e-29              1.55909e-30              2.32545e-36                 0.101872                0.0232013                 0.073894              6.02902e-26              7.28479e-33              4.81335e-14              5.46026e-47              5.06513e-42              2.43923e-61              2.37031e-27              1.31566e-61               1.0104e-08                 0.358705                 0.186911                 0.255417                        1
       800              0       -3.53028              8.45499e-39              3.85288e-12              5.24547e-27              1.76763e-28              1.02133e-33                0.0633323                0.0542119                0.0715808              4.73682e-24              2.35663e-30              5.65061e-13              2.47928e-43              7.44971e-39              1.04414e-56              2.65727e-25              6.43599e-57              4.03747e-08                 0.435973                 0.136577                 0.238325                        1
       850              0       -2.76747              4.90343e-36              2.88506e-11              2.51694e-25               1.1457e-26              2.12586e-31                0.0368061                   0.1049                0.0584732              2.21311e-22              3.74454e-28              4.67145e-12              4.16082e-40              4.49932e-36              1.27284e-52              1.61012e-23              8.82337e-53              1.32309e-07                 0.488522                0.0892702                 0.222029                        1
       900              0       -1.95474              1.40255e-33              1.69402e-10               6.9002e-24              4.67455e-25              2.38866e-29                0.0207148                 0.165097                 0.037544              6.72721e-21              3.30894e-26              2.91714e-11              3.04612e-37              1.30155e-33              5.44569e-49               5.9096e-22              4.18872e-49              3.70907e-07                 0.517475                0.0512124                 0.207956                        1
       950              0       -1.29314               2.2119e-31              8.17077e-10              1.15521e-22              1.29941e-23              1.61022e-27                0.0117379                  0.21367                0.0188473              1.43259e-19              1.79879e-24               1.4624e-10              1.10887e-34              2.04219e-31              9.64477e-46              1.44557e-20              8.13849e-46              9.24973e-07                 0.531471                0.0261931                 0.198079                        1
      1000              0      -0.864798              2.10264e-29              3.35576e-09              1.30857e-21              2.61474e-22              7.07734e-26               0.00687245                 0.240984               0.00812873              2.26172e-18              6.51312e-23              6.16363e-10              2.22881e-32              1.91746e-29              8.07006e-43              2.53759e-19              7.39822e-43              2.10901e-06                 0.538717                0.0126726                 0.192624                        1
      1050              0      -0.600189              1.29504e-27                1.204e-08              1.11202e-20              3.98129e-21              2.16202e-24               0.00418657                 0.253317               0.00338523              2.75799e-17              1.66936e-21              2.25155e-09              2.69262e-30              1.16252e-27              3.55048e-40               3.3705e-18              3.50667e-40              4.45796e-06                 0.542931               0.00616576                  0.19001                        1
      1100     0.00045439      -0.416305              5.48262e-26              3.84708e-08              7.60532e-20              4.75214e-20              4.82851e-23               0.00265027                 0.258514               0.00145575              2.68394e-16              3.17797e-20              7.28314e-09              2.09573e-28              4.83529e-26              8.96527e-38              3.52517e-17              9.47043e-38              8.81253e-06                 0.545468               0.00311614                 0.188787                        1
      1150     0.00280907      -0.267728               1.6753e-24              1.11179e-07              4.36663e-19              4.58286e-19              8.21645e-22               0.00173847                 0.260733              0.000661958              2.14348e-15              4.67362e-19              2.12159e-08              1.11295e-26              1.44989e-24              1.39684e-35              2.99787e-16              1.56816e-35              1.64185e-05                 0.547008               0.00165238                 0.188189                        1
      1200     0.00373096       -0.13437              3.84836e-23              2.94327e-07                2.163e-18               3.6645e-18              1.10247e-20               0.00117803                 0.261721              0.000319574              1.43903e-14              5.48546e-18              5.64237e-08              4.23019e-25              3.26605e-23              1.42642e-33              2.12845e-15              1.69236e-33              2.90326e-05                 0.547956              0.000919442                 0.187876                        1
      1250     0.00408978    -0.00761452              6.87691e-22              7.21379e-07              9.42872e-18              2.48388e-17               1.2004e-19              0.000822154                 0.262183              0.000163327              8.28982e-14              5.28047e-17              1.38558e-07              1.19796e-23              5.72102e-22              1.00435e-31               1.2897e-14              1.25309e-31              4.90266e-05                 0.548549              0.000535135                 0.187698                        1
      1300     0.00423719       0.116361              9.84054e-21              1.65157e-06              3.67361e-17              1.45439e-16              1.08666e-18              0.000589288                 0.262408              8.79394e-05              4.17022e-13              4.26607e-16              3.17156e-07               2.6151e-22              8.02306e-21               5.0899e-30              6.79386e-14              6.64851e-30              7.94822e-05                 0.548924              0.000324462                 0.187585                        1
      1350     0.00432073       0.239356              1.15575e-19              3.55891e-06              1.29578e-16              7.47616e-16              8.34859e-18              0.000432677                 0.262522              4.96302e-05              1.85963e-12              2.94969e-15              6.82097e-07              4.52981e-21              9.23395e-20              1.92573e-28              3.16054e-13              2.62304e-28              0.000124271                  0.54916               0.00020412                 0.187504                        1
      1400     0.00440684       0.362282              1.13792e-18              7.26499e-06              4.18261e-16              3.42095e-15              5.54049e-17              0.000324679                 0.262581              2.92204e-05              7.44639e-12              1.77497e-14              1.38771e-06              6.38265e-20              8.90914e-19              5.61254e-27              1.31595e-12              7.94342e-27              0.000188115                 0.549302              0.000132748                 0.187434                        1
      1450     0.00452981       0.485648              9.56496e-18              1.41276e-05              1.24692e-15              1.41022e-14              3.22475e-16              0.000248486                 0.262612              1.78713e-05              2.70737e-11              9.43044e-14               2.6863e-06              7.47389e-19              7.33881e-18              1.29462e-25              4.96089e-12              1.89766e-25              0.000276623                 0.549375              8.89544e-05                 0.187364                        1
      1500     0.00471168       0.609784              6.97332e-17              2.62972e-05               3.4606e-15               5.2919e-14              1.66791e-15              0.000193602                 0.262628              1.13115e-05              9.02446e-11              4.47943e-13              4.97275e-06              7.40924e-18              5.24368e-17              2.41942e-24              1.71019e-11              3.66219e-24              0.000396297                 0.549392                6.124e-05                 0.187287                        1
      1550     0.00497075       0.734944              4.47055e-16              4.70524e-05              9.00301e-15               1.8241e-13              7.75441e-15              0.000153307                 0.262635              7.38476e-06               2.7811e-10              1.92301e-12              8.84131e-06              6.31972e-17              3.29501e-16              3.73882e-23              5.43832e-11              5.82837e-23               0.00055452                 0.549357              4.32034e-05                 0.187194                        1
      1600     0.00532518       0.861364              2.55082e-15              8.12231e-05              2.20884e-14              5.82152e-13              3.27322e-14              0.000123203                 0.262635              4.95838e-06              7.98232e-10              7.53241e-12              1.51553e-05              4.70391e-16                1.843e-15              4.86364e-22              1.60733e-10              7.78916e-22              0.000759505                  0.54927              3.11623e-05                  0.18708                        1
      1650     0.00579479       0.989297              1.30916e-14              0.000135707              5.13786e-14              1.73221e-12              1.26552e-13               0.00010035                 0.262631              3.41515e-06              2.14765e-09              2.71457e-11              2.51296e-05               3.0935e-15              9.27346e-15               5.4101e-21              4.44481e-10              8.88123e-21               0.00102023                 0.549123              2.29347e-05                 0.186938                        1
      1700     0.00640176        1.11904              6.10048e-14              0.000220079              1.13834e-13              4.83509e-12              4.51649e-13              8.27434e-05                 0.262621              2.40744e-06              5.44747e-09              9.06721e-11              4.04249e-05              1.81732e-14              4.23705e-14              5.21766e-20              1.15678e-09              8.76161e-20               0.00134633                 0.548907              1.71923e-05                 0.186763                        1
      1750     0.00717116        1.25093              2.60245e-13                0.0003473              2.41227e-13              1.27295e-11              1.49812e-12               6.8992e-05                 0.262605               1.7334e-06              1.30923e-08              2.82539e-10               6.3252e-05              9.62981e-14              1.77248e-13               4.4167e-19              2.84801e-09              7.57212e-19               0.00174797                 0.548606              1.31054e-05                 0.186547                        1
