   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0       -3.64739             3.04415e-117              1.31735e-38              8.67765e-76              5.78775e-80              2.1679e-101               0.00688851              1.51402e-11                0.0784551              9.11069e-72              1.10766e-94              1.05642e-42             3.76024e-135             1.30125e-119             1.29353e-172              2.42043e-79             3.04379e-174              7.98059e-25              4.85707e-06                 0.269942                 0.644709                        1
       350              0       -3.56239              2.07452e-99              1.22823e-32              1.12941e-64              3.33759e-68              5.51173e-86                0.0136847              2.22016e-09                0.0852765              7.48915e-61              4.75298e-80              6.09792e-36             2.99811e-114             3.11971e-101             3.06255e-146              4.67665e-67             1.48899e-147              5.68086e-21              5.92816e-05                 0.256288                 0.644692                        1
       400              0         -3.475              5.03434e-86              3.71494e-28              2.51163e-56              2.23821e-59              1.98164e-74                 0.020985               9.5466e-08                 0.092727              1.16074e-52              4.53531e-69              7.07165e-31              1.46015e-98              1.94044e-87             1.93734e-126               7.7402e-58             1.63705e-127              4.36245e-18               0.00038292                 0.241318                 0.644587                        1
       450              0       -3.38775              1.31549e-75              1.14409e-24              7.92747e-50              1.65693e-52              1.93165e-65                0.0276027              1.79659e-06                0.0999212              2.73556e-46              1.58331e-60              6.09108e-27              2.35322e-86               1.0517e-76             5.02151e-111              1.15557e-50             6.55738e-112              7.61146e-16               0.00162676                 0.226662                 0.644186                        1
       500     0.00276257       -3.29957              2.86549e-67              7.10712e-22              1.26908e-44              5.22508e-47              2.99722e-58                0.0327438              1.88884e-05                 0.106687              3.43249e-41              1.08362e-53              8.48588e-24              1.38041e-76              4.08649e-68               1.0955e-98               6.3555e-45              2.03322e-99              4.70143e-14               0.00514719                 0.212357                 0.643046                        1
       550     0.00797093       -3.20681              1.91535e-60              1.37181e-19              2.32196e-40              1.65728e-42              2.27761e-52                 0.035676              0.000129881                 0.113227              5.09179e-37               4.2219e-48              3.11788e-21              1.35776e-68              4.34417e-61               1.3794e-88              3.13492e-40              3.42006e-89              1.35845e-12                0.0130454                 0.197458                 0.640464                        1
       600       0.012233       -3.10376              9.37099e-55              1.09449e-17              8.34947e-37              9.37295e-39              1.78891e-47                0.0357173              0.000649311                 0.119768              1.51995e-33              1.90199e-43              4.16277e-19              6.20645e-62              3.07984e-55              3.62326e-80              2.49754e-36              1.14477e-80              2.20429e-11                0.0276477                 0.180628                 0.635589                        1
       650      0.0159588       -2.98268              6.12837e-50              4.39027e-16              8.57743e-34              1.40495e-35              2.43187e-43                0.0326071               0.00253666                 0.126159              1.31964e-30                1.616e-39              2.51237e-17              2.67233e-56              2.69519e-50              4.83695e-73              4.81407e-33              1.87713e-73              2.27503e-10                0.0502924                 0.160724                 0.627681                        1
       700      0.0202125       -2.83266              8.23856e-46              1.01808e-14              3.27651e-31              7.40841e-33              8.26815e-40                0.0269519               0.00812507                 0.131277              4.33609e-28              3.67262e-36              8.00689e-16              1.79611e-51              4.51992e-46              6.20331e-67              2.99561e-30              2.87181e-67                1.632e-09                0.0799497                 0.137377                  0.61632                        1
       750      0.0269069       -2.63702              3.12218e-42              1.51433e-13              5.60929e-29              1.69143e-30              9.22464e-37                0.0201796                0.0219588                 0.132384              6.54081e-26              2.88974e-33              1.51482e-14              2.73013e-47              2.00924e-42              1.21961e-61              7.45967e-28              6.57831e-62              8.69661e-09                 0.112889                 0.111347                 0.601242                        1
       800      0.0386103       -2.37183              4.22749e-39              1.56607e-12              4.90374e-27              1.95312e-28              4.15138e-34                  0.01383                0.0506801                 0.125116              5.23388e-24              9.57895e-31              1.86715e-13              1.23964e-43              3.02807e-39              5.22069e-57              8.78048e-26              3.21799e-57              3.62663e-08                  0.14406                 0.084379                 0.581936                        1
       850      0.0575767       -2.01625              2.45171e-36              1.20056e-11              2.39105e-25              1.28436e-26              8.84629e-32               0.00882914                0.0996531                 0.105541              2.48095e-22              1.55821e-28              1.61784e-12              2.08041e-40              1.87229e-36              6.36419e-53              5.57626e-24              4.41168e-53              1.23442e-07                 0.169188                0.0587405                 0.558049                        1
       900      0.0832935       -1.58641              7.01277e-34               7.1872e-11              6.89648e-24              5.28417e-25              1.01343e-29               0.00536951                 0.165008                0.0750071              7.60452e-21              1.40388e-26              1.05019e-11              1.52306e-37              5.52208e-34              2.72285e-49               2.1275e-22              2.09436e-49              3.55773e-07                 0.186295                0.0368538                 0.531466                        1
       950       0.109821       -1.16522              1.10595e-31              3.51113e-10              1.23745e-22              1.47095e-23              6.91941e-28               0.00320199                 0.228882                0.0432528              1.62171e-19              7.72973e-25              5.40088e-11              5.54433e-35              8.77566e-32              4.82238e-46              5.33872e-21              4.06925e-46              8.99899e-07                 0.196281                0.0207245                 0.507657                        1
      1000       0.129331      -0.846241              1.05132e-29              1.45215e-09              1.48258e-21              2.95387e-22              3.06261e-26                0.0019279                 0.273029                0.0208687              2.55506e-18              2.81845e-23              2.30838e-10               1.1144e-32              8.29749e-30              4.03503e-43              9.50372e-20              3.69911e-43              2.06201e-06                 0.201759                0.0107545                 0.491659                        1
      1050       0.140016      -0.641327              6.47519e-28              5.22943e-09               1.2995e-20              4.48958e-21              9.39045e-25               0.00119195                 0.296025               0.00924582               3.1101e-17              7.25066e-22              8.49504e-10              1.34631e-30              5.04926e-28              1.77524e-40              1.27168e-18              1.75333e-40              4.36692e-06                 0.204846               0.00543706                 0.483249                        1
