   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0       -4.19621              6.0883e-116              1.78604e-37              2.53923e-75               2.4429e-79             2.93921e-100                0.0290935              4.43028e-11                0.0335887              3.84546e-71              1.50175e-93              9.70933e-42             7.52049e-134             1.76421e-118             2.58706e-171              2.22455e-78             6.08759e-173              2.28345e-24              4.46401e-05                 0.362988                 0.574285                        1
       350              0       -4.06934              4.14904e-98              1.54166e-31              3.75635e-64              1.40861e-67              6.91829e-85                0.0424609              7.38413e-09                0.0471662              3.16075e-60              5.96592e-79              4.80368e-35             5.99622e-113             3.91584e-100              6.1251e-145              3.68406e-66             2.97799e-146              1.50471e-20              0.000466995                 0.335742                 0.574164                        1
       400              0       -3.94779              1.00687e-84              4.44692e-27              9.01241e-56              9.44159e-59               2.3721e-73                 0.053858              3.42558e-07                0.0596963              4.89643e-52              5.42894e-68              5.06648e-30               2.9203e-97              2.32278e-86             3.87468e-125              5.54547e-57             3.27409e-126              1.10142e-17               0.00274343                 0.310192                  0.57351                        1
       450              0       -3.82691              2.63097e-74              1.32123e-23              2.99345e-49              6.97751e-52              2.23073e-64                0.0613675              6.78402e-06                0.0712365              1.15198e-45              1.82846e-59              4.06166e-26              4.70643e-85              1.21454e-75              1.0043e-109              7.70554e-50             1.31148e-110              1.85077e-15                0.0108476                  0.28536                 0.571181                        1
       500              0       -3.69499              5.73097e-66              7.89689e-21              4.99502e-44              2.19064e-46              3.33028e-57                0.0623862              7.43433e-05                0.0826375              1.43909e-40              1.20403e-52              5.23832e-23              2.76082e-75              4.54059e-67              2.19099e-97              3.92324e-44              4.06643e-98              1.09506e-13                0.0317735                 0.257975                 0.565153                        1
       550              0       -3.53562              3.83071e-59              1.44415e-18              9.50967e-40              6.88934e-42              2.39772e-51                0.0547723              0.000531931                0.0949602              2.11667e-36              4.44454e-47              1.72769e-20              2.71553e-67              4.57325e-60               2.7588e-87              1.73713e-39              6.84011e-88              2.97246e-12                0.0722877                  0.22406                 0.553388                        1
       600              0       -3.33359               1.8742e-53              1.06529e-16              3.55144e-36              3.84897e-38              1.74119e-46                0.0400698               0.00276184                 0.108343              6.24163e-33              1.85125e-42              1.97182e-18              1.24129e-60              2.99768e-54              7.24651e-79              1.18303e-35              2.28954e-79              4.40519e-11                 0.130961                 0.181964                   0.5359                        1
       650              0       -3.07854              1.22567e-48              3.85778e-15              3.73906e-33               5.6933e-35              2.13691e-42                0.0243001                0.0110578                 0.119866              5.34763e-30                 1.42e-38              9.69944e-17              5.34466e-55              2.36829e-49              9.67391e-72              1.85855e-32              3.75426e-72               4.0505e-10                 0.194163                 0.135244                 0.515369                        1
       700              0       -2.74916              1.64771e-44              7.98141e-14              1.41204e-30              2.96528e-32              6.48197e-39                0.0127261                0.0350157                 0.121908              1.73556e-27              2.87922e-35              2.46055e-15              3.59222e-50              3.54348e-45              1.24066e-65              9.20562e-30              5.74362e-66              2.56052e-09                 0.245689                0.0909677                 0.493694                        1
       750      0.0247111       -2.29895              6.24435e-41              1.06206e-12              2.23276e-28              6.68424e-30              6.46961e-36               0.00610293                0.0874064                 0.104875              2.58481e-25              2.02669e-32              3.72554e-14              5.46026e-46              1.40916e-41              2.43923e-60              1.83462e-27              1.31566e-60              1.20516e-08                 0.277638                0.0545017                 0.469476                        1
