   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0       -4.19593             1.52208e-114              1.99597e-36              1.27033e-74               1.2214e-78              3.28469e-99                0.0290426              2.21639e-10                0.0336265              1.92264e-70              1.67827e-92              4.85041e-41             1.88012e-132             1.97158e-117             6.46765e-170               1.1113e-77              1.5219e-171              5.10349e-24              0.000223005                 0.362874                 0.574234                        1
       350              0       -4.06658              1.03726e-96              1.71773e-30                1.885e-63              7.03978e-67               7.7084e-84                0.0418822              3.70547e-08                0.0475094              1.57964e-59              6.64726e-78              2.38542e-34             1.49905e-111              4.36305e-99             1.53128e-143              1.82944e-65             7.44496e-145              3.35155e-20               0.00231901                 0.334657                 0.573632                        1
       400              0       -3.93238              2.51717e-83              4.88955e-26              4.57218e-55              4.70834e-58              2.60821e-72                0.0503812              1.73787e-06                 0.061457              2.44176e-51              5.96932e-67              2.45011e-29              7.30075e-96              2.55398e-85             9.68671e-124              2.68174e-56             8.18523e-125              2.41571e-17                 0.013267                 0.304405                 0.570488                        1
       450              0       -3.76996              6.57743e-73              1.39488e-22              1.55932e-48              3.45567e-51              2.35507e-63                0.0487919              3.53388e-05                  0.07732              5.70526e-45              1.93038e-58              1.81083e-25              1.17661e-83              1.28224e-74             2.51076e-108               3.4354e-49             3.27869e-109              3.87082e-15                0.0483622                  0.26509                 0.560401                        1
       500              0       -3.54746              1.43274e-64              7.61767e-20              2.71575e-43              1.07089e-45              3.21253e-56                0.0345726              0.000404198                0.0977106              7.03493e-40              1.16146e-51              1.94977e-22              6.90204e-74              4.38005e-66              5.47748e-96              1.46028e-43              1.01661e-96              2.06557e-13                 0.118265                 0.208825                 0.540222                        1
       550              0       -3.26588              9.57677e-58              1.20785e-17               5.3629e-39              3.32419e-41              2.00539e-50                0.0171532               0.00299978                 0.120801              1.02132e-35               3.7173e-46              4.83424e-20              6.78882e-66              3.82495e-59              6.89699e-86              4.86066e-39              1.71003e-86              4.79828e-12                 0.202267                 0.141423                 0.515356                        1
       600              0       -2.95303              4.68549e-52              7.59106e-16              1.98748e-35              1.84675e-37              1.24074e-45               0.00661208                 0.015456                 0.135725              2.99475e-32              1.31917e-41              4.00495e-18              3.10323e-59              2.13609e-53              1.81163e-77              2.40286e-35              5.72386e-78              6.02453e-11                 0.265995                0.0827322                  0.49348                        1
       650      0.0154089       -2.55246              3.06419e-47              2.39305e-14              1.92402e-32              2.72466e-34              1.32556e-41               0.00230274                0.0569002                 0.126955              2.55923e-29              8.80852e-38              1.49292e-16              1.33616e-53               1.4691e-48              2.41848e-70              2.86065e-32              9.38566e-71              4.80985e-10                 0.298851                0.0428463                 0.472144                        1
       700      0.0563766       -1.95427              4.11928e-43              4.45189e-13              5.87191e-30              1.40713e-31              3.61554e-38              0.000788383                 0.145611                0.0843246              8.23584e-27              1.60598e-34              3.06212e-15              8.98055e-49              1.97649e-44              3.10165e-64              1.14563e-29               1.4359e-64              2.71096e-09                 0.305757                0.0188309                 0.444688                        1
       750       0.101819       -1.32751              1.56109e-39              5.51913e-12              6.19308e-28              3.15571e-29              3.36201e-35              0.000284839                 0.242442                0.0322747              1.22032e-24              1.05319e-31              4.02429e-14              1.36507e-44              7.32287e-41              6.09807e-59              1.98175e-27              3.28915e-59              1.18269e-08                 0.299902               0.00653183                 0.418564                        1
       800       0.124118      -0.993537              2.11375e-36              5.02164e-11              2.77489e-26              3.65184e-27              1.33115e-32              0.000116963                 0.286785               0.00801272              9.78604e-23              3.07151e-29              3.83952e-13               6.1982e-41              9.70957e-38              2.61035e-54              1.80558e-25                1.609e-54              4.34861e-08                 0.296238               0.00196373                 0.406884                        1
       850       0.130094      -0.849286              1.22586e-33              3.54775e-10              7.15274e-25              2.44311e-25              2.61416e-30              5.38629e-05                 0.298108               0.00188894              4.71928e-21              4.60464e-27              2.82557e-12              1.04021e-37              5.53279e-35               3.1821e-50              9.73899e-24              2.20584e-50              1.38778e-07                 0.295488              0.000613793                 0.403848                        1
