   "Tw[K]"          "B'c"    "hw[MJ/kg]"                      "C"                      "H"                      "O"                      "N"                     "CH"                    "CH4"                     "CO"                    "CO2"                     "CN"                    "C2H"         "C2H2,acetylene"                     "C3"                    "C3H"                     "C4"         "C4H2,butadiyne"                     "C5"                    "HCN"                     "H2"                    "H2O"                     "N2"                  "C(gr)"
       300              0        -6.8817              6.0883e-116              3.32964e-37              8.84441e-76              1.45934e-79             5.47945e-100                 0.351418              1.54311e-11               0.00407498              2.29719e-71              2.79965e-93              3.37445e-41             7.52049e-134             3.28895e-118             2.58706e-171              7.73138e-78             6.08759e-173              2.54301e-24              0.000155145                 0.439412                 0.204939                        1
       350              0       -6.74806              4.14904e-98              2.62283e-31              1.65795e-64              8.41307e-68              1.17701e-84                 0.355726              3.25915e-09               0.00918843              1.88779e-60              1.01498e-78              1.39039e-34             5.99622e-113             6.66203e-100              6.1251e-145              1.06633e-65             2.97799e-146              1.52897e-20               0.00135168                 0.428918                 0.204817                        1
       400              0       -6.59808              1.00687e-84              7.14357e-27              4.66195e-56              5.63422e-59              3.81056e-73                 0.358652              1.77199e-07                0.0159735              2.92192e-52               8.7211e-68              1.30743e-29               2.9203e-97              3.73133e-86             3.87468e-125              1.43103e-56             3.27409e-126              1.05584e-17               0.00707955                 0.414065                  0.20423                        1
       450              0       -6.43679              2.63097e-74              2.04694e-23              1.72415e-49              4.15238e-52              3.45598e-64                  0.35354              3.90742e-06                0.0236325              6.85551e-46              2.83276e-59              9.74885e-26              4.70643e-85              1.88165e-75              1.0043e-109               1.8495e-49             1.31148e-110              1.70638e-15                0.0260365                   0.3945                 0.202287                        1
       500              0       -6.26004              5.73097e-66              1.19758e-20              3.09573e-44              1.29488e-46              5.05043e-57                 0.329973              4.60752e-05                0.0317415              8.50639e-41              1.82594e-52              1.20472e-22              2.76082e-75              6.88589e-67              2.19099e-97              9.02277e-44              4.06643e-98              9.81626e-14                0.0730735                 0.367704                 0.197462                        1
       550              0       -6.04707              3.83071e-59              2.16814e-18              6.20905e-40              4.01789e-42              3.59977e-51                 0.278269              0.000347308                 0.040482              1.23445e-36              6.67272e-47               3.8942e-20              2.71553e-67              6.86596e-60               2.7588e-87              3.91548e-39              6.84011e-88              2.60263e-12                 0.162936                 0.329743                 0.188222                        1
       600              0       -5.75206               1.8742e-53              1.59431e-16               2.4266e-36              2.19762e-38              2.60587e-46                 0.201022               0.00188709                0.0505812              3.56373e-33              2.77059e-42              4.41652e-18              1.24129e-60              4.48633e-54              7.24651e-79              2.64978e-35              2.28954e-79              3.76425e-11                  0.29333                 0.278478                 0.174702                        1
       650              0       -5.30301              1.22567e-48              5.75859e-15              2.69087e-33              3.17029e-35              3.18981e-42                 0.120648                0.0079579                0.0620811              2.97781e-30              2.11966e-38              2.16124e-16              5.34466e-55               3.5352e-49              9.67391e-72              4.14125e-32              3.75426e-72              3.36683e-10                 0.432636                 0.216873                 0.159804                        1
       700              0       -4.62831              1.64771e-44              1.18502e-13               1.0745e-30              1.61654e-32              9.62399e-39                0.0618424                0.0266455                0.0705913              9.46146e-28              4.27487e-35              5.42409e-15              3.59222e-50              5.26112e-45              1.24066e-65              2.02931e-29              5.74362e-66              2.07251e-09                 0.541602                 0.152596                 0.146722                        1
       750              0       -3.69259              6.24435e-41              1.56762e-12              1.77594e-28              3.59557e-30              9.54926e-36                 0.028967                0.0695231                0.0663505              1.39041e-25              2.99143e-32              8.11656e-14              5.46026e-46              2.07995e-41              2.43923e-60              3.99696e-27              1.31566e-60              9.56869e-09                 0.604869                0.0944449                 0.135845                        1
       800              0       -2.58889              8.45499e-38              1.46375e-11              1.31852e-26              4.07251e-28              3.88016e-33                0.0131934                 0.136269                0.0452274              1.09133e-23              8.95312e-30              8.15571e-13              2.47928e-42              2.83023e-38              1.04414e-55              3.83532e-25              6.43599e-56              3.53398e-08                 0.629253                0.0495505                 0.126506                        1
       850              0       -1.65063              4.90343e-35              1.03881e-10              4.75119e-25              2.66083e-26              7.65447e-31                0.0061865                 0.198018                0.0208362              5.13984e-22              1.34828e-27              6.05639e-12              4.16082e-39              1.62005e-35              1.27284e-51              2.08747e-23              8.82337e-52              1.10641e-07                 0.633354                0.0218474                 0.119758                        1
       900              0       -1.09929              1.40255e-32              5.92818e-10              9.64258e-24               1.1058e-24              8.35903e-29               0.00310663                 0.230712               0.00733168              1.59137e-20              1.15795e-25              3.57242e-11              3.04612e-36              4.55474e-33              5.44569e-48              7.23705e-22              4.18872e-48              3.07045e-07                 0.633714               0.00876417                 0.116371                        1
       950              0      -0.804529               2.2119e-30              2.82306e-09              1.31291e-22              3.13166e-23              5.56343e-27               0.00167272                 0.242839               0.00243444              3.45264e-19              6.21495e-24              1.74574e-10              1.10887e-33              7.05591e-31              9.64477e-45              1.72565e-20              8.13849e-45              7.70221e-07                 0.634447               0.00355368                 0.115053                        1
      1000              0      -0.611064              2.10264e-28              1.15226e-08              1.34095e-21              6.37658e-22              2.43013e-25              0.000955317                 0.246946              0.000853596              5.51567e-18              2.23639e-22              7.26699e-10              2.22881e-31              6.58392e-29              8.07006e-42              2.99185e-19              7.39822e-42              1.76602e-06                 0.635153               0.00153108                 0.114559                        1
      1050              0      -0.452275              1.29504e-26              4.11964e-08               1.0904e-20              9.76724e-21              7.39761e-24              0.000573834                 0.248393              0.000325491              6.76614e-17              5.71192e-21                2.636e-09              2.69262e-29              3.97771e-27              3.55048e-39              3.94601e-18              3.50667e-39              3.74211e-06                 0.635636              0.000707825                  0.11436                        1
      1100              0      -0.305401              5.48262e-25              1.31357e-07              7.32372e-20              1.16915e-19              1.64867e-22              0.000360226                 0.248942              0.000134994              6.60321e-16               1.0851e-19              8.49105e-09              2.09573e-27              1.65099e-25              8.96527e-37              4.10983e-17              9.47043e-37              7.40295e-06                 0.635934              0.000349844                 0.114271                        1
      1150              0      -0.162574               1.6753e-23              3.79133e-07              4.17291e-19              1.12907e-18              2.80191e-21              0.000235098                 0.249166              6.04528e-05              5.28086e-15              1.59376e-18              2.46719e-08              1.11295e-25               4.9443e-24              1.39684e-34              3.48621e-16              1.56816e-34               1.3794e-05                 0.636114               0.00018363                 0.114226                        1
      1200              0     -0.0208758              3.84836e-22              1.00291e-06              2.06005e-18              9.03464e-18              3.75662e-20              0.000158812                 0.249264              2.89875e-05              3.54785e-14              1.86915e-17              6.55125e-08              4.23019e-24               1.1129e-22              1.42642e-32              2.47131e-15              1.69236e-32              2.43901e-05                 0.636222              0.000101673                 0.114199                        1
      1250              0       0.120878              6.87691e-21              2.45687e-06              8.96573e-18              6.12624e-17              4.08833e-19              0.000110618                 0.249309              1.47681e-05               2.0446e-13              1.79842e-16              1.60719e-07              1.19796e-22              1.94846e-21              1.00435e-30              1.49597e-14              1.25309e-30              4.11825e-05                 0.636285              5.90245e-05                 0.114179                        1
      1300              0       0.263225              9.84054e-20              5.62312e-06              3.49052e-17              3.58787e-16              3.69976e-18              7.91862e-05                  0.24933              7.93923e-06              1.02876e-12              1.45247e-15              3.67649e-07               2.6151e-21              2.73162e-20               5.0899e-29              7.87549e-14              6.64851e-29              6.67583e-05                 0.636316              3.57374e-05                 0.114159                        1
      1350              0       0.406454              1.15575e-18              1.21145e-05              1.23072e-16              1.84452e-15              2.84186e-17              5.80926e-05                  0.24934              4.47712e-06              4.58809e-12              1.00407e-14               7.9036e-07              4.52981e-20              3.14324e-19              1.92573e-27              3.66219e-13              2.62304e-27              0.000104367                 0.636323              2.24642e-05                 0.114135                        1
      1400              0       0.550765              1.13792e-17              2.47265e-05              3.97175e-16              8.44063e-15              1.88571e-16              4.35677e-05                 0.249344              2.63485e-06              1.83727e-11              6.04112e-14              1.60751e-06              6.38265e-19              3.03224e-18              5.61254e-26              1.52439e-12              7.94342e-26              0.000157972                 0.636306              1.46023e-05                 0.114105                        1
      1450              0        0.69635              9.56496e-17              4.80786e-05              1.18392e-15              3.47952e-14              1.09744e-15              3.33303e-05                 0.249344               1.6111e-06              6.68004e-11              3.20934e-13              3.11117e-06              7.47389e-18              2.49752e-17              1.29462e-24               5.7455e-12              1.89766e-24              0.000232276                 0.636264              9.78182e-06                 0.114065                        1
      1500              0       0.843436              6.97332e-16              8.94872e-05              3.28551e-15              1.30566e-13              5.67575e-15              2.59606e-05                  0.24934              1.01958e-06              2.22659e-10              1.52431e-12              5.75837e-06              7.40924e-17              1.78438e-16              2.41942e-23              1.98038e-11              3.66219e-23               0.00033273                 0.636188              6.73271e-06                 0.114011                        1
      1550              0       0.992324              4.47055e-15              0.000160105                8.547e-15              4.50027e-13              2.63859e-14              2.05522e-05                 0.249332              6.65561e-07              6.86133e-10              6.54344e-12              1.02368e-05              6.31972e-16               1.1212e-15              3.73882e-22              6.29669e-11              5.82837e-22              0.000465513                 0.636067              4.74889e-06                 0.113939                        1
      1600              0        1.14343              2.55082e-14               0.00027636              2.09684e-14              1.43609e-12              1.11371e-13              1.65123e-05                 0.249318              4.46827e-07              1.96913e-09              2.56289e-11              1.75451e-05              4.70391e-15              6.27078e-15              4.86364e-21              1.86079e-10              7.78916e-21              0.000637489                 0.635884              3.42469e-06                 0.113846                        1
      1650              0         1.2973              1.30916e-13              0.000461704              4.87697e-14              4.27248e-12              4.30559e-13              1.34452e-05                 0.249295              3.07712e-07              5.29716e-09              9.23556e-11              2.90878e-05               3.0935e-14              3.15504e-14               5.4101e-20              5.14492e-10              8.88123e-20              0.000856131                 0.635616              2.51992e-06                 0.113726                        1
      1700              0         1.4547              6.10048e-13              0.000748679              1.08042e-13              1.19233e-11              1.53645e-12              1.10815e-05                 0.249259               2.1687e-07              1.34334e-08              3.08454e-10              4.67823e-05              1.81732e-13              1.44138e-13              5.21766e-19               1.3387e-09              8.76161e-19               0.00112942                  0.63523              1.88837e-06                 0.113572                        1
      1750              0        1.61662              2.60245e-12               0.00118128              2.28918e-13              3.13824e-11               5.0956e-12              9.23408e-06                 0.249205              1.56101e-07              3.22766e-08               9.6101e-10              7.31765e-05              9.62981e-13              6.02878e-13               4.4167e-18              3.29487e-09              7.57212e-18               0.00146573                 0.634685               1.4388e-06                 0.113379                        1
      1800              0        1.78435              1.02388e-11               0.00181759              4.65585e-13               7.8278e-11              1.58016e-11              7.77104e-06                 0.249126              1.14542e-07              7.38057e-08              2.80913e-09               0.00011157              4.64254e-12              2.32558e-12              3.31743e-17              7.70576e-09              5.79653e-17               0.00187364                 0.633924              1.11294e-06                 0.113139                        1
      1850              0        1.95952              3.73946e-11               0.00273254              9.11929e-13              1.85832e-10              4.60656e-11              6.59782e-06                 0.249012              8.55355e-08              1.61257e-07              7.74356e-09              0.000166134              2.05204e-11              8.32746e-12              2.23258e-16              1.71931e-08              3.96928e-16               0.00236173                 0.632878              8.72753e-07                 0.112842                        1
      1900              0        2.14419              1.27531e-10               0.00402085              1.72513e-12              4.21494e-10              1.26855e-10              5.64566e-06                 0.248851              6.49067e-08              3.37842e-07              2.02214e-08              0.000242013              8.37331e-11              2.78415e-11              1.35796e-15              3.67276e-08              2.45288e-15               0.00293835                 0.631461              6.92933e-07                  0.11248                        1
      1950              0        2.34089              4.08282e-10               0.00579976              3.16012e-12              9.16511e-10              3.31401e-10              4.86387e-06                 0.248629              4.99788e-08              6.80854e-07              5.02277e-08              0.000345412              3.17375e-10              8.73624e-11              7.52367e-15               7.5352e-08              1.37878e-14               0.00361132                 0.629566              5.56332e-07                 0.112042                        1
      2000              0        2.55265              1.23282e-09               0.00821162              5.61832e-12              1.91644e-09              8.24479e-10              4.21461e-06                 0.248328              3.90006e-08              1.32366e-06                1.191e-07              0.000483621              1.12363e-09              2.58476e-10              3.82368e-14              1.48888e-07              7.09996e-14               0.00438758                 0.627067              4.51132e-07                 0.111516                        1
      2050              0        2.78311              3.52613e-09                0.0114259               9.7146e-12              3.86424e-09              1.96007e-09              3.66931e-06                 0.247927               3.0805e-08              2.48878e-06              2.70473e-07              0.000664992              3.73451e-09              7.24076e-10              1.79387e-13              2.84017e-07              3.37094e-13               0.00527275                 0.623813              3.69061e-07                 0.110889                        1
      2100              0        3.03651              9.59035e-09                0.0156402              1.63666e-11              7.53224e-09              4.46641e-09              3.20617e-06                 0.247401              2.46001e-08              4.53617e-06              5.89978e-07              0.000898807              1.17049e-08              1.92767e-09              7.81352e-13              5.24172e-07              1.48424e-12               0.00627069                 0.619632              3.04243e-07                 0.110148                        1
